LOCATION,LAT,LON,Rpt Dist No
1700    WINONA                       BL,34.1018,-118.302,639
1700 N  IVAR                         AV,34.1016,-118.3282,636
SCHRADER,34.0998,-118.3325,646
4500    STAUNTON                     AV,34.0016,-118.242,1367
3400    WONDER VIEW                  DR,34.1298,-118.3403,615
6700 W  86TH                         PL,33.9592,-118.4068,1485
DE LONGPRE,34.0962,-118.3452,644
200    WORLD                        WY,33.9452,-118.4033,1494
5700    VIRGINIA                     AV,34.0918,-118.3136,668
700 E  SLAUSON                      AV,33.9893,-118.2628,1385
IVAR,34.1016,-118.3282,636
00    MOUNT LEE                    DR,34.1338,-118.3155,615
ORANGE,34.1016,-118.3417,645
9100    SEPULVEDA                    BL,34.2427,-118.4702,1961
8500    APPIAN                       WY,34.108,-118.3785,632
5800    HAROLD                       WY,34.0993,-118.3159,647
1400    AMHERST                      AV,34.0412,-118.4657,841
1200 W  C                            ST,33.7719,-118.2768,524
1200    VINE                         ST,34.0926,-118.3266,666
GOWER                        ST,34.098,-118.3223,667
6000    5TH                          AV,33.9837,-118.3226,1242
1000    COLE                         AV,34.0889,-118.3299,656
1100 W  47TH                         ST,34.0006,-118.2948,1204
WHITLEY                      AV,34.1016,-118.3333,636
5200    HOLLYWOOD                    BL,34.1036,-118.3049,639
6600 W  SUNSET                       BL,34.098,-118.3332,646
1600 N  LA BREA                      AV,34.1007,-118.3494,643
6700    SANTA MONICA                 BL,34.0907,-118.3363,663
1400 N  KINGS                        RD,34.0971,-118.3735,632
6400    LEXINGTON                    AV,34.0926,-118.3289,666
8600    VAN NUYS                     BL,34.2258,-118.4494,1985
SANTA MONICA                 BL,34.0908,-118.3266,656
6700    HOLLYWOOD                    BL,34.1016,-118.3361,646
7000 W  SUNSET                       BL,34.098,-118.3416,645
5400    CARLTON                      WY,34.1005,-118.3071,648
14400    VENTURA                      BL,34.1505,-118.4458,985
8200 N  SEPULVEDA                    BL,34.2184,-118.4698,1991
FOUNTAIN,34.0948,-118.3136,668
1700 N  CAHUENGA                     BL,34.1016,-118.3295,636
1500    SCHRADER                     BL,34.098,-118.3324,646
1700 N  LA BREA                      AV,34.1016,-118.3452,645
1100 N  CITRUS                       AV,34.0907,-118.3398,663
1700    GARFIELD                     PL,34.1017,-118.3107,638
6500    SANTA MONICA                 BL,34.0907,-118.331,656
800 N  RIDGEWOOD                    PL,34.0854,-118.3146,677
5900    HOLLYWOOD                    BL,34.103,-118.3225,637
6700    FOUNTAIN                     AV,34.0944,-118.3363,663
800    COLE                         AV,34.0853,-118.3299,676
1800 N  CHEROKEE                     AV,34.1032,-118.3348,636
5600 W  SUNSET                       BL,34.1,-118.3113,648
1200 N  EL CENTRO                    AV,34.0926,-118.3244,666
5600    FERNWOOD                     AV,34.0958,-118.3109,668
800 W  104TH                        PL,33.9415,-118.2894,1841
5400    HOLLYWOOD                    BL,34.1036,-118.3049,639
WONDER VIEW,34.1322,-118.3384,615
1000    FIGUEROA                     TR,34.0683,-118.245,101
5100    ROMAINE                      ST,34.0885,-118.3033,679
17300 W  VENTURA                      BL,34.1609,-118.5105,1077
1200    LODI                         PL,34.0926,-118.3234,666
1100 W  54TH                         ST,33.9932,-118.2938,1215
1400 N  GOWER                        ST,34.0962,-118.3223,667
6100    ROMAINE                      ST,34.0889,-118.3244,656
5400 W  SUNSET                       BL,34.1,-118.3113,648
MANSFIELD,34.0907,-118.3404,663
6200    YUCCA                        ST,34.1037,-118.3252,637
1300 N  CAHUENGA                     BL,34.0944,-118.3288,666
1600 N  EL CENTRO                    AV,34.0998,-118.3237,647
HOBART,34.0908,-118.3046,669
8800    HOLLYWOOD                    BL,34.1008,-118.3788,632
8100    WILLOW GLEN                  RD,34.1175,-118.3726,622
8300    KIRKWOOD                     DR,34.1052,-118.3726,632
1200    TAMARIND                     AV,34.0926,-118.319,667
7100 W  SUNSET                       BL,34.098,-118.3441,644
6200    LA MIRADA                    AV,34.0935,-118.3245,666
1500 N  HIGHLAND                     AV,34.098,-118.3387,646
LAKE HOLLYWOOD               DR,34.1323,-118.3394,615
6200    SCENIC                       AV,34.1104,-118.3235,628
1100    VINE                         ST,34.0908,-118.3266,666
6900    HOLLYWOOD                    BL,34.1016,-118.3401,645
6400 W  SUNSET                       BL,34.0987,-118.3337,646
MELROSE,34.0835,-118.3288,676
1200 N  JUNE                         ST,34.0926,-118.3342,663
1700 N  FULLER                       AV,34.1016,-118.3489,643
2700 W  AVENUE 35,34.1138,-118.2338,1135
5800    GREGORY                      AV,34.0863,-118.3222,676
5700    LA MIRADA                    AV,34.0938,-118.3136,668
1300 N  WILCOX                       AV,34.0944,-118.331,666
2600    DESMOND ESTATES              RD,34.1185,-118.3542,622
05400    ROMAINE                      ST,34.0885,-118.3092,657
1100    SEWARD                       ST,34.0907,-118.3384,663
CHEROKEE                     AV,34.1016,-118.3348,636
1600 N  POINSETTIA                   PL,34.0998,-118.3479,643
6500    HOLLYWOOD                    BL,34.1016,-118.331,646
17800    BULLOCK                      ST,34.1797,-118.5204,1045
HIGHLAND,34.0926,-118.3386,663
7200    FRANKLIN                     AV,34.1037,-118.3459,643
DE LONGPRE                   AV,34.0962,-118.3415,645
6100    FOUNTAIN                     AV,34.0944,-118.3223,666
7700    HOLLYWOOD                    BL,34.1146,-118.3607,622
1600 N  CAHUENGA                     BL,34.0998,-118.3295,646
LILLIAN,34.0908,-118.3277,656
1600 N  CHEROKEE                     AV,34.0997,-118.335,646
2100    SUNSET PLAZA                 DR,34.104,-118.3844,632
1400 N  CAHUENGA                     BL,34.0962,-118.3295,666
1800    VINE                         ST,34.1038,-118.3267,637
1300    WILCOX                       AV,34.0944,-118.331,666
8800    WOODMAN                      AV,34.2269,-118.4394,1987
6000    BARTON                       AV,34.088,-118.3244,656
5500    HAROLD                       WY,34.0994,-118.3093,648
1600    SCHRADER                     BL,34.0998,-118.3324,646
1800    TAFT                         AV,34.1035,-118.3147,638
1800 N  SERRANO                      AV,34.1035,-118.3072,639
1500 N  CAHUENGA                     BL,34.098,-118.3295,646
1000 N  EL CENTRO                    AV,34.0889,-118.3244,656
GORDON                       ST,34.0944,-118.3201,667
700 N  HARVARD                      BL,34.0836,-118.3039,678
1500 N  SAINT ANDREWS                PL,34.0981,-118.3114,648
1100    SUNSET HILLS                 RD,34.0913,-118.3927,631
6000 W  CENTURY                      BL,33.9472,-118.3909,1496
1100 N  SYCAMORE                     AV,34.0907,-118.3428,663
1300    TAMARIND                     AV,34.0944,-118.319,667
5400    BARTON                       AV,34.0876,-118.3091,657
5300    SANTA MONICA                 BL,34.0929,-118.3048,669
5500    ROMAINE                      ST,34.0885,-118.3114,657
1700 N  LAS PALMAS                   AV,34.1016,-118.3361,636
2200    CANYON                       DR,34.1103,-118.317,629
1700 N  SYCAMORE                     AV,34.1016,-118.3433,645
5700 W  SUNSET                       BL,34.0998,-118.3211,647
1100 N  HIGHLAND                     AV,34.0907,-118.3386,663
1200 N  ORANGE                       DR,34.0926,-118.3416,663
1100    TAMARIND                     AV,34.0908,-118.319,667
800 N  KINGSLEY                     DR,34.0849,-118.3028,678
6600    HOLLYWOOD                    BL,34.1016,-118.3333,646
4600    NORWICH                      AV,34.1538,-118.4607,971
1500 N  LA BREA                      AV,34.1007,-118.3494,643
6300 W  SUNSET                       BL,34.098,-118.3267,666
7000    LANEWOOD                     AV,34.0992,-118.3414,645
GORDON,34.0981,-118.3196,647
1400 N  POINSETTIA                   PL,34.0962,-118.3483,644
5300    RUSSELL                      AV,34.1042,-118.305,639
6200 W  SUNSET                       BL,34.0998,-118.3211,647
MORNINGSIDE,34.0998,-118.3277,646
CRESCENT HEIGHTS             BL,34.098,-118.3656,632
6100 W  SUNSET                       BL,34.098,-118.3223,666
LEMON GROVE                  AV,34.0863,-118.3051,678
1800 N  WILTON                       PL,34.1036,-118.3137,638
2500    CRESTON                      DR,34.1129,-118.328,626
8100 W  SUNSET                       BL,34.098,-118.3652,632
YUCCA,34.1037,-118.3252,637
9400    SIERRA MAR                   DR,34.0956,-118.3951,631
5600    VIRGINIA                     AV,34.0918,-118.3109,668
6600    FRANKLIN                     AV,34.1079,-118.3337,635
6000    CARLTON                      WY,34.1005,-118.3205,647
1600    VINE                         ST,34.0998,-118.3267,647
GOWER,34.1043,-118.3224,637
5300    LOMA LINDA                   AV,34.103,-118.305,639
15300    HATTERAS                     ST,34.1757,-118.4662,941
10600    ARMINTA                      ST,34.2139,-118.3632,1698
1700    VINE                         ST,34.1034,-118.3325,636
7800 W  SUNSET                       BL,34.0981,-118.3594,642
2000 N  FULLER                       AV,34.1052,-118.3489,622
1500 W  80TH                         ST,33.9664,-118.3025,1265
1700 N  HUDSON                       AV,34.1016,-118.332,636
1700    WHITLEY                      AV,34.1016,-118.3333,636
900 N  ARDMORE                      AV,34.0863,-118.3019,679
VIRGINIA,34.0944,-118.3125,668
8900    BARING CROSS                 ST,33.9566,-118.2894,1801
WILCOX,34.1016,-118.331,646
1400    STEBBINS                     TR,34.097,-118.3824,631
1200 N  LAS PALMAS                   AV,34.0926,-118.3363,663
ORANGE                       DR,34.1004,-118.3414,645
5600    LA MIRADA                    AV,34.0938,-118.3109,668
1700 N  HIGHLAND                     AV,34.1016,-118.3387,636
1400 N  FULLER                       AV,34.0962,-118.3496,644
HIGHLAND                     AV,34.0997,-118.3387,645
6100    BURWOOD                      AV,34.1267,-118.1868,1128
6700    YUCCA                        ST,34.1032,-118.3361,636
1800    GRACE                        AV,34.1039,-118.3317,636
FAIRFAX,34.0981,-118.3615,642
2000    VISTA DEL MAR                AV,34.1069,-118.324,628
15200    SUNBURST                     ST,34.2346,-118.4649,1972
1100 S  PLYMOUTH                     BL,34.0528,-118.3282,758
700    WILCOX                       AV,34.0835,-118.331,676
8800    LOOKOUT MOUNTAIN             AV,34.1085,-118.3851,632
1300 E  55TH                         ST,33.993,-118.2521,1375
WILLOUGHBY,34.0871,-118.3386,663
5500    HOLLYWOOD                    BL,34.1038,-118.3151,638
5100    MARATHON                     ST,34.0849,-118.3091,677
6600    SELMA                        AV,34.0998,-118.3334,646
1300    DEVLIN                       DR,34.0938,-118.3864,631
6200    FRANKLIN                     AV,34.1053,-118.324,638
1400 N  STANLEY                      AV,34.0962,-118.356,642
6400    CRESCENT PARK,33.97,-118.4272,1464
200 W  CENTURY                      BL,33.9456,-118.2766,1822
5300 W  SUNSET                       BL,34.0981,-118.3056,659
2600    WOODSTOCK                    RD,34.1182,-118.3695,622
5700    HOLLYWOOD                    BL,34.1038,-118.3151,638
1600 N  LAS PALMAS                   AV,34.0997,-118.3361,646
1000 N  ORANGE                       DR,34.0889,-118.3416,663
1400    TAMARIND                     AV,34.0963,-118.319,667
1600    COSMO                        ST,34.0998,-118.3288,646
HUDSON,34.1016,-118.332,636
CARLOS,34.103,-118.3224,637
HAWTHORN                     AV,34.1004,-118.3433,645
2800    LA CASTANA                   DR,34.1216,-118.3589,622
DE LONGPRE                   ST,34.0962,-118.331,666
6700    LELAND                       WY,34.0967,-118.3366,646
1900    CARMEN                       AV,34.1053,-118.323,628
6100    SCENIC                       AV,34.1227,-118.3181,627
6600    ROMAINE                      ST,34.0889,-118.3332,663
7000    FRANKLIN                     AV,34.1041,-118.3417,645
9000    WONDERLAND PARK              AV,34.1156,-118.3909,621
7000    SANTA MONICA                 BL,34.0907,-118.3416,663
1100 N  MC CADDEN                    PL,34.0907,-118.3374,663
6200    LEXINGTON                    AV,34.0926,-118.3244,666
6300    WILLOUGHBY                   AV,34.0889,-118.3277,656
VINE,34.0853,-118.3266,676
1800 N  CAHUENGA                     BL,34.104,-118.3297,636
1900 N  CAHUENGA                     BL,34.1053,-118.3304,626
1600 N  FULLER                       AV,34.0998,-118.3489,643
7100    RESEDA                       BL,34.1958,-118.5399,1024
8000 W  SUNSET                       BL,34.098,-118.3645,632
1800    GARFIELD                     PL,34.1036,-118.3107,638
6000    HAROLD                       WY,34.099,-118.3205,647
1500    VIEWSITE                     DR,34.0985,-118.3826,631
1400 N  MARTEL                       AV,34.0962,-118.3506,644
OGDEN,34.0962,-118.3593,642
700 N  AVENUE 51,34.114,-118.2057,1116
WILTON,34.1017,-118.3136,648
6200    SANTA MONICA                 BL,34.0908,-118.3244,656
LAUREL CANYON,34.098,-118.3653,632
1000 N  WILTON                       PL,34.0885,-118.3135,657
5900    BARTON                       AV,34.088,-118.3222,656
1000 N  NORMANDIE                    AV,34.0886,-118.3027,679
